Uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,_version:1,_order:24
95b59304-7d85-4fc0-8d02-a4f01495d993,,<10PD,<10PD,,Misc,N/A,,,
bccd7faf-b976-4816-a166-1ff2164dfc65,,>90PD,>90PD,,Misc,N/A,,,
cd2835f6-67b2-11ef-bbd6-325096b39f47,,"Left Eye, Krimsky Test",Left Eye,,Question,Coded,<10PD;10PD;15PD;20PD;25PD;30PD;35PD;40PD;45PD;50PD;55PD;60PD;65PD;70PD;75PD;80PD;85PD;90PD;>90PD,,
cd2838ee-67b2-11ef-8ddf-325096b39f47,,"Right Eye, Krimsky Test",Right Eye,,Question,Coded,<10PD;10PD;15PD;20PD;25PD;30PD;35PD;40PD;45PD;50PD;55PD;60PD;65PD;70PD;75PD;80PD;85PD;90PD;>90PD,,
ad35f0f8-cb47-4182-a498-f8c4e21eef2d,,Krimsky Test,Krimsky Test,Quantifies the degree of eye deviation,Misc,N/A,,,
87180b18-f59f-458c-bfce-72662824db3d,,6CM,6CM,,Misc,N/A,,,
5fd4c1af-4a78-4f61-80af-091502f64770,,7CM,7CM,,Misc,N/A,,,
505e4e89-9936-441e-ab4a-3c676dd7469e,,8CM,8CM,,Misc,N/A,,,
ca8cbd87-f14d-4d24-985f-87b0e8c3b980,,9CM,9CM,,Misc,N/A,,,
a7882478-6eeb-43d6-9ee1-141eeba35569,,10CM,10CM,,Misc,N/A,,,
0a9efd63-c522-4f97-b5c7-b46e672cc824,,>10CM,>10CM,,Misc,N/A,,,
25aff339-dba4-45be-8462-ce41baeebe5d,,NPC (Near point Convergence)Measurement,NPC (Near point Convergence)Measurement,Assesses the ability of the eyes to converge (move inward) when focusing on a near object,Question,Coded,6CM;7CM;8CM;9CM;10CM;>10CM,,
a256461a-8530-4f00-b569-67cc54713e0e,,11CM,11CM,,Misc,N/A,,,
b1b140ce-233a-42ce-a396-541f1b7dbf24,,12CM,12CM,,Misc,N/A,,,
1a2559f8-329a-4fa7-bae2-f48b134ae54d,,13CM,13CM,,Misc,N/A,,,
13733bb2-57d4-4b9c-9b89-71b6e51dd9f7,,14CM,14CM,,Misc,N/A,,,
8cee96b0-d00c-4b6e-b860-8da3199a8ff3,,15CM,15CM,,Misc,N/A,,,
c8cd5eed-b537-4761-9c1d-42e8d7670fa0,,16CM,16CM,,Misc,N/A,,,
fcb3effa-3e32-4d63-94b4-c735ba986ef6,,17CM,17CM,,Misc,N/A,,,
50bfb5af-5a48-4cf0-8477-701531b74b6e,,18CM,18CM,,Misc,N/A,,,
ccf65a3f-9a88-465a-91f3-8541b5edce2a,,19CM,19CM,,Misc,N/A,,,
ca0f131a-cae6-4080-a2b8-1897a07bad9d,,20CM,20CM,,Misc,N/A,,,
da2e7399-02f4-4605-b735-8cec6ca72396,,21CM,21CM,,Misc,N/A,,,
a81de248-f404-4078-a983-dfda46e2f5c6,,22CM,22CM,,Misc,N/A,,,
20f73e77-4658-4561-a20f-e23c0044d7e9,,23CM,23CM,,Misc,N/A,,,
5476426f-cc5c-4a25-83bf-733b38cc8883,,24CM,24CM,,Misc,N/A,,,
5fdbd12b-2d63-488d-84c7-404daa3363a5,,25CM,25CM,,Misc,N/A,,,
de9f40fd-6add-4bb1-bdc1-e53368d5e728,,26CM,26CM,,Misc,N/A,,,
a1100c22-91c9-4668-a28e-41575d3f3863,,27CM,27CM,,Misc,N/A,,,
09aab57e-9700-4f56-90d6-ddf9c745f319,,28CM,28CM,,Misc,N/A,,,
74e959e0-8d35-4b44-b81f-f110f35bcb7a,,29CM,29CM,,Misc,N/A,,,
29af08a1-a26b-445d-b0ff-98026f0236d3,,30CM,30CM,,Misc,N/A,,,
47e904b3-788c-4bf9-9872-5bbe4810024f,,31CM,31CM,,Misc,N/A,,,
b80cb6c1-4128-47c4-b046-3cd2eb5da042,,32CM,32CM,,Misc,N/A,,,
b5bc6d07-3de6-4206-9cd6-e742d0f4ed4c,,33CM,33CM,,Misc,N/A,,,
3259ab8a-ea51-4e73-83c0-33bd07aac505,,NPC (Near point accommodation)Measurement,NPC (Near point accommodation)Measurement,Measures the eye's ability to focus on a near object,Question,Coded,7CM;8CM;9CM;10CM;11CM;12CM;13CM;14CM;15CM;16CM;17CM;18CM;19CM;20CM;21CM;22CM;23CM;24CM;25CM;26CM;27CM;28CM;29CM;30CM;31CM;32CM;33CM,,
198dadcc-67b3-11ef-a8da-325096b39f47,,-4,,,Misc,N/A,,,
198db07e-67b3-11ef-9737-325096b39f47,,-3,,,Misc,N/A,,,
198db132-67b3-11ef-a990-325096b39f47,,-2,,,Misc,N/A,,,
198db1be-67b3-11ef-9883-325096b39f47,,-1,,,Misc,N/A,,,
198db240-67b3-11ef-8d85-325096b39f47,,Full,,,Misc,N/A,,,
198db2c2-67b3-11ef-bd5d-325096b39f47,,1,,,Misc,N/A,,,
198db33a-67b3-11ef-9198-325096b39f47,,2,,,Misc,N/A,,,
198db3b2-67b3-11ef-9124-325096b39f47,,3,,,Misc,N/A,,,
198db42a-67b3-11ef-bc79-325096b39f47,,4,,,Misc,N/A,,,
198db4ac-67b3-11ef-be7b-325096b39f47,,"Left Eye, Top Left, Motility Test","Left Eye, Top Left",,Question,Coded,-4 ; -3 ; -2 ; -1 ; Full ; 1 ; 2 ; 3 ; 4,,
1dcb5c7c-67b3-11ef-bb59-325096b39f47,,"Left Eye, Left, Motility Test","Left Eye, Left",,Question,Coded,-4 ; -3 ; -2 ; -1 ; Full ; 1 ; 2 ; 3 ; 4,,
1dcb5f88-67b3-11ef-b628-325096b39f47,,"Left Eye, Bottom Left, Motility Test","Left Eye, Bottom Left",,Question,Coded,-4 ; -3 ; -2 ; -1 ; Full ; 1 ; 2 ; 3 ; 4,,
1dcb6032-67b3-11ef-b3eb-325096b39f47,,"Left Eye, Top Right, Motility Test","Left Eye, Top Right",,Question,Coded,-4 ; -3 ; -2 ; -1 ; Full ; 1 ; 2 ; 3 ; 4,,
1dcb60aa-67b3-11ef-a990-325096b39f47,,"Left Eye, Right, Motility Test","Left Eye, Right",,Question,Coded,-4 ; -3 ; -2 ; -1 ; Full ; 1 ; 2 ; 3 ; 4,,
1dcb6122-67b3-11ef-8669-325096b39f47,,"Left Eye, Bottom Right, Motility Test","Left Eye, Bottom Right",,Question,Coded,-4 ; -3 ; -2 ; -1 ; Full ; 1 ; 2 ; 3 ; 4,,
1dcb619a-67b3-11ef-8bd4-325096b39f47,,"Right Eye, Top Left, Motility Test","Right Eye, Top Left",,Question,Coded,-4 ; -3 ; -2 ; -1 ; Full ; 1 ; 2 ; 3 ; 4,,
1dcb6208-67b3-11ef-bb6c-325096b39f47,,"Right Eye, Left, Motility Test","Right Eye, Left",,Question,Coded,-4 ; -3 ; -2 ; -1 ; Full ; 1 ; 2 ; 3 ; 4,,
1dcb6276-67b3-11ef-9ed4-325096b39f47,,"Right Eye, Bottom Left, Motility Test","Right Eye, Bottom Left",,Question,Coded,-4 ; -3 ; -2 ; -1 ; Full ; 1 ; 2 ; 3 ; 4,,
1dcb62e4-67b3-11ef-8cea-325096b39f47,,"Right Eye, Top Right, Motility Test","Right Eye, Top Right",,Question,Coded,-4 ; -3 ; -2 ; -1 ; Full ; 1 ; 2 ; 3 ; 4,,
1dcb6352-67b3-11ef-8145-325096b39f47,,"Right Eye, Right, Motility Test","Right Eye, Right",,Question,Coded,-4 ; -3 ; -2 ; -1 ; Full ; 1 ; 2 ; 3 ; 4,,
21877198-67b3-11ef-9d0a-325096b39f47,,"Right Eye, Bottom Right, Motility Test","Right Eye, Bottom Right",,Question,Coded,-4 ; -3 ; -2 ; -1 ; Full ; 1 ; 2 ; 3 ; 4,,
2187738c-67b3-11ef-9b22-325096b39f47,,"Left Eye, Motility Test",Left Eye,,Misc,N/A,,,
218773fa-67b3-11ef-9649-325096b39f47,,"Right Eye, Motility Test",Right Eye,,Misc,N/A,,,
b175552c-e418-4058-87cb-4c698adbdd30,,Motility Test,Motility Test,Assesses the full range of eye movements in all directions,Misc,N/A,,,
dd854172-d6f0-484d-b773-2ee2696b24fe,,Test of Pupillary Function,Test of Pupillary Function,Evaluates the reaction of the pupils to light and accommodation,Misc,N/A,,,
07b63754-b2dc-4bd9-b876-eb1f0e6cf1c9,,"Anisocoria, Corneal Light Reflex Test, Left Eye",Anisocoria,Anisocoria refers to a condition where the pupils of the eyes are of unequal size,Question,Coded,Present;Absent,,
547efe61-6ff4-4cf5-b340-4f5217e01fe8,,"Heterochromia, Left Eye",Heterochromia,Heterochromia is a condition where the irises of the two eyes are of different colors,Question,Coded,Present;Absent,,
f19ddd13-e562-4f3c-97b7-25aefef6cd75,,"Direct light reflex, Left Eye",Direct light reflex,The direct light reflex refers to the constriction of the pupil when light is shone directly into the eye,Question,Coded,Present;Absent,,
0b2407c2-3616-4f87-b168-4ee52ce8e3ef,,"Indirect light reflex, Left Eye",Indirect light reflex,"The indirect light reflex, or consensual light reflex, occurs when shining a light into one eye causes constriction of the pupil in the opposite eye",Question,Coded,Normal;Abnormal,,
58bcc457-6e88-42e4-8fbc-94da98a2b784,,"Swinging flash, Left Eye",Swinging flash,"The swinging flashlight test is used to detect a relative afferent pupillary defect (RAPD), which indicates asymmetry in the afferent pathways of the optic nerve",Question,Coded,Normal;Abnormal,,
e4890914-4d35-4e8a-a034-c75a36e7b815,,"Accommodation and near reflex, Left Eye",Accommodation and near reflex,"The accommodation reflex (or near reflex) involves the pupils constricting, the lenses thickening, and the eyes converging when focusing on a near object",Question,Coded,Normal;Abnormal,,
2e1a188a-6f55-11ef-a41e-325096b39f47,,"Anisocoria, Corneal Light Reflex Test, , Right Eye",Anisocoria,Anisocoria refers to a condition where the pupils of the eyes are of unequal size,Question,Coded,Present;Absent,,
2e1a1a6a-6f55-11ef-8b5a-325096b39f47,,"Heterochromia, Right Eye",Heterochromia,Heterochromia is a condition where the irises of the two eyes are of different colors,Question,Coded,Present;Absent,,
2e1a1ae2-6f55-11ef-a269-325096b39f47,,"Direct light reflex, Right Eye",Direct light reflex,The direct light reflex refers to the constriction of the pupil when light is shone directly into the eye,Question,Coded,Present;Absent,,
2e1a1b32-6f55-11ef-bf1f-325096b39f47,,"Indirect light reflex, Right Eye",Indirect light reflex,"The indirect light reflex, or consensual light reflex, occurs when shining a light into one eye causes constriction of the pupil in the opposite eye",Question,Coded,Normal;Abnormal,,
2e1a1b82-6f55-11ef-8451-325096b39f47,,"Swinging flash, Right Eye",Swinging flash,"The swinging flashlight test is used to detect a relative afferent pupillary defect (RAPD), which indicates asymmetry in the afferent pathways of the optic nerve",Question,Coded,Normal;Abnormal,,
2e1a1bc8-6f55-11ef-b5ae-325096b39f47,,"Accommodation and near reflex, Right Eye",Accommodation and near reflex,"The accommodation reflex (or near reflex) involves the pupils constricting, the lenses thickening, and the eyes converging when focusing on a near object",Question,Coded,Normal;Abnormal,,
778c9b63-425f-4258-b165-cf83198dd3d9,,Stereopsis Test,Stereopsis Test,Assesses depth perception and binocular vision,Question,Text,,,
df2aaefa-6f55-11ef-924a-325096b39f47,,1200 seconds,,,Misc,N/A,,,
df2ab184-6f55-11ef-a2a2-325096b39f47,,1000 seconds,,,Misc,N/A,,,
df2ab6f2-6f55-11ef-96e7-325096b39f47,,800 seconds,,,Misc,N/A,,,
df2ab79c-6f55-11ef-a3ce-325096b39f47,,400 seconds,,,Misc,N/A,,,
df2ab828-6f55-11ef-95ae-325096b39f47,,200 seconds,,,Misc,N/A,,,
df2ab8a0-6f55-11ef-837a-325096b39f47,,140 seconds,,,Misc,N/A,,,
df2ab90e-6f55-11ef-87d2-325096b39f47,,100 seconds,,,Misc,N/A,,,
df2ab97c-6f55-11ef-98c0-325096b39f47,,80 seconds,,,Misc,N/A,,,
df2ab9ea-6f55-11ef-98a8-325096b39f47,,60 seconds,,,Misc,N/A,,,
df2aba62-6f55-11ef-8280-325096b39f47,,50 seconds,,,Misc,N/A,,,
df2abad0-6f55-11ef-ba1c-325096b39f47,,40 seconds,,,Misc,N/A,,,
df2abb5c-6f55-11ef-b368-325096b39f47,,20 seconds,,,Misc,N/A,,,
df2abbde-6f55-11ef-942d-325096b39f47,,15 seconds,,,Misc,N/A,,,
836cf17d-24bd-4be2-aa47-db08192652ae,,Titmus stereo test,Titmus stereo test,,Question,Coded,1200 seconds;1000 seconds;800 seconds;400 seconds;200 seconds;140 seconds;100 seconds;80 seconds;60 seconds;50 seconds;40 seconds;20 seconds;15 seconds,,
9c71ae13-ddcd-499e-9ebe-eb238d0e015a,,TNO stereo test,TNO stereo test,,Question,Coded,1200 seconds;1000 seconds;800 seconds;400 seconds;200 seconds;140 seconds;100 seconds;80 seconds;60 seconds;50 seconds;40 seconds;20 seconds;15 seconds,,
3a81064a-ea8a-4829-aa17-e597efa7ac0d,,Lang stereo test,Lang stereo test,,Question,Coded,1200 seconds;1000 seconds;800 seconds;400 seconds;200 seconds;140 seconds;100 seconds;80 seconds;60 seconds;50 seconds;40 seconds;20 seconds;15 seconds,,
0cecb53b-82e1-4785-a7ad-4a6bf9df42ee,,Random Dot stereo test,Random Dot,,Question,Coded,1200 seconds;1000 seconds;800 seconds;400 seconds;200 seconds;140 seconds;100 seconds;80 seconds;60 seconds;50 seconds;40 seconds;20 seconds;15 seconds,,
08d49a8d-b682-40bc-85d1-1e9acebae2dc,,Frisby stereo test,Frisby stereo test,,Question,Coded,1200 seconds;1000 seconds;800 seconds;400 seconds;200 seconds;140 seconds;100 seconds;80 seconds;60 seconds;50 seconds;40 seconds;20 seconds;15 seconds,,
2a1593bc-df75-4efe-bec3-fc8bd1667ebe,,"Other, Depth Perception ",Other,,Question,Text,,,
275b99aa-67b3-11ef-aaee-325096b39f47,,Four lights,Four lights,,Misc,N/A,,,
275b9bd0-67b3-11ef-8e19-325096b39f47,,Two lights,Two lights,,Misc,N/A,,,
275b9c5c-67b3-11ef-bb12-325096b39f47,,Three lights,Three lights,,Misc,N/A,,,
275b9cca-67b3-11ef-a69b-325096b39f47,,Five lights,Five lights,,Misc,N/A,,,
275b9d38-67b3-11ef-85cd-325096b39f47,,"Near, Worth 4 dot Test",Near,,Question,Coded,Four lights ; Two lights ; Three lights ; Five lights,,
275b9d9c-67b3-11ef-bf55-325096b39f47,,"Far, Worth 4 dot Test",Far,,Question,Coded,Four lights ; Two lights ; Three lights ; Five lights,,
22b7d8b9-4d84-48f9-bc83-b80874ab2025,,Worth 4 dot Test,Worth 4 dot Test,Assesses binocular vision and detect suppression or abnormal retinal correspondence,Misc,N/A,,,
2bca8d48-67b3-11ef-86b2-325096b39f47,,Chart 1,,,Misc,N/A,,,
2bca8fd2-67b3-11ef-92e5-325096b39f47,,Chart 2,,,Misc,N/A,,,
2bca9072-67b3-11ef-a2ea-325096b39f47,,Chart 3,,,Misc,N/A,,,
2bca90cc-67b3-11ef-9553-325096b39f47,,Chart 4,,,Misc,N/A,,,
2bca911c-67b3-11ef-90b1-325096b39f47,,Chart 5,,,Misc,N/A,,,
2bca9162-67b3-11ef-9fe2-325096b39f47,,Chart 6,,,Misc,N/A,,,
2bca91a8-67b3-11ef-8b6e-325096b39f47,,Chart 7,,,Misc,N/A,,,
2bca91ee-67b3-11ef-853b-325096b39f47,,Wavy lines,,,Misc,N/A,,,
2bca922a-67b3-11ef-bd76-325096b39f47,,Faint lines,,,Misc,N/A,,,
2bca9270-67b3-11ef-a2eb-325096b39f47,,Missed borders,,,Misc,N/A,,,
2bca92b6-67b3-11ef-91f7-325096b39f47,,Block spot,,,Misc,N/A,,,
2bca92f2-67b3-11ef-8ab5-325096b39f47,,Blurred,,,Misc,N/A,,,
2bca9338-67b3-11ef-aaf6-325096b39f47,,"Left Eye, Type Of Chart, Amsler grid Test",Type of Chart,,Question,Coded,Chart 1 ; Chart 2 ; Chart 3 ; Chart 4 ; Chart 5 ; Chart 6 ; Chart 7,,
2bca9374-67b3-11ef-9aeb-325096b39f47,,"Left Eye, Result, Amsler grid Test",Result,,Question,Coded,Normal ; Wavy lines ; Faint lines ; Missed borders ; Block spot ; Blurred,,
b79b2738-f2a8-468d-89ad-a56fb4b2937d,,"Left Eye, Other, Amsler grid Test",Other,,Question,Text,,,
2bca93ba-67b3-11ef-9618-325096b39f47,,"Left Eye, Amsler grid Test",,,Question,Coded,Normal ; Abnormal,,
2f68eb84-67b3-11ef-9730-325096b39f47,,"Right Eye, Type Of Chart, Amsler grid Test",Type of Chart,,Question,Coded,Chart 1 ; Chart 2 ; Chart 3 ; Chart 4 ; Chart 5 ; Chart 6 ; Chart 7,,
2f68ed96-67b3-11ef-bed3-325096b39f47,,"Right Eye, Result, Amsler grid Test",Result,,Question,Coded,Normal ; Wavy lines ; Faint lines ; Missed borders ; Block spot ; Blurred,,
c8e74b43-2ffb-441f-b606-8502dfd5627d,,"Right Eye, Other, Amsler grid Test",Other,,Question,Text,,,
2f68ee04-67b3-11ef-86fa-325096b39f47,,"Right Eye, Amsler grid Test",,,Question,Coded,Normal ; Abnormal,,
b5bd8efe-9dfc-4a3d-9e5b-8c883be96ad9,,Amsler grid Test,Amsler grid Test,Detects macular or central visual field defects,Misc,N/A,,,
348d9c54-67b3-11ef-83f6-325096b39f47,,Ishihara test,,,Misc,N/A,,,
348d9f56-67b3-11ef-aee7-325096b39f47,,Plate test,,,Misc,N/A,,,
348d9ff6-67b3-11ef-a3f1-325096b39f47,,Farnsworth-Munsell 100,,,Misc,N/A,,,
348da06e-67b3-11ef-a5fd-325096b39f47,,Farnsworth Lantern Test,,,Misc,N/A,,,
348da0dc-67b3-11ef-a4bf-325096b39f47,,"Other, Type of Colour Vision Test",,,Misc,N/A,,,
348da140-67b3-11ef-87b6-325096b39f47,,Type Of Colour Vision Test,Type,,Question,Coded,"Ishihara test;Plate test;Farnsworth-Munsell 100;Farnsworth Lantern Test;Other, Type of Colour Vision Test",,
348da1ae-67b3-11ef-b475-325096b39f47,,Result of Colour Vision Test,Result,,Question,Coded,Normal ; Abnormal,,
8d3103c3-ac38-4d30-8c29-619ff0eb6823,,Color Vision Test,Color Vision Test,Assesses the ability to perceive colors accurately,Misc,N/A,,,
398729d2-67b3-11ef-8c72-325096b39f47,,"Left Eye, Top, Gonioscopy Evaluation","Left Eye, Top",,Question,Text,,,
39872bda-67b3-11ef-8894-325096b39f47,,"Left Eye, Bottom, Gonioscopy Evaluation","Left Eye, Bottom",,Question,Text,,,
39872c52-67b3-11ef-82ba-325096b39f47,,"Left Eye, Left, Gonioscopy Evaluation","Left Eye, Left",,Question,Text,,,
39872ca2-67b3-11ef-b0bd-325096b39f47,,"Left Eye, Right, Gonioscopy Evaluation","Left Eye, Right",,Question,Text,,,
39872ce8-67b3-11ef-8827-325096b39f47,,"Right Eye, Top, Gonioscopy Evaluation","Right Eye, Top",,Question,Text,,,
39872d2e-67b3-11ef-89c2-325096b39f47,,"Right Eye, Bottom, Gonioscopy Evaluation","Right Eye, Bottom",,Question,Text,,,
39872d74-67b3-11ef-90e3-325096b39f47,,"Right Eye, Left, Gonioscopy Evaluation","Right Eye, Left",,Question,Text,,,
39872dba-67b3-11ef-85db-325096b39f47,,"Right Eye, Right, Gonioscopy Evaluation","Right Eye, Right",,Question,Text,,,
39872df6-67b3-11ef-9d13-325096b39f47,,"Left Eye, Gonioscopy Evaluation",,,Misc,N/A,,,
39872e3c-67b3-11ef-bf1a-325096b39f47,,"Right Eye, Gonioscopy Evaluation",,,Misc,N/A,,,
c533c61f-73c5-4186-b9a6-d4b7e69ffd9b,,Gonioscopy Evaluation,Gonioscopy Evaluation,Examines the angle of the anterior chamber of the eye,Misc,N/A,,,
41d19906-67b3-11ef-adb5-325096b39f47,,Periocular oedema,,,Misc,N/A,,,
41d19974-67b3-11ef-8639-325096b39f47,,Skin discoloration,,,Misc,N/A,,,
41d199c4-67b3-11ef-b3a8-325096b39f47,,Ptosis,,,Misc,N/A,,,
41d19a14-67b3-11ef-87c9-325096b39f47,,Chemosis of the conjunctiva and epibulbar injection,,,Misc,N/A,,,
41d19a5a-67b3-11ef-bc81-325096b39f47,,"Left Eye, Soft tissue of eyelid, Proptosis Evaluation",,,Question,Coded,Normal ; Periocular oedema ; Skin discoloration ; Ptosis ; chemosis of the conjunctiva and epibulbar injection ; Other non-coded,,
41d19aaa-67b3-11ef-9cd8-325096b39f47,,Axial,,,Misc,N/A,,,
41d19ae6-67b3-11ef-8f6c-325096b39f47,,Coronal,,,Misc,N/A,,,
41d19b2c-67b3-11ef-9837-325096b39f47,,Horizontal,,,Misc,N/A,,,
41d19b7c-67b3-11ef-8d87-325096b39f47,,"Left Eye, Direction of proptosis, Proptosis Evaluation",,,Question,Coded,Axial ; Coronal ; Horizontal,,
41d19bc2-67b3-11ef-8123-325096b39f47,,<20mm,,,Misc,N/A,,,
41d19bfe-67b3-11ef-aa8b-325096b39f47,,20mm,,,Misc,N/A,,,
41d19c44-67b3-11ef-ac5c-325096b39f47,,>20mm,,,Misc,N/A,,,
41d19c8a-67b3-11ef-8991-325096b39f47,,"Left Eye, Exophthalmometry Test, Proptosis Evaluation","Left Eye, Exophthalmometry Test",,Question,Coded,<20mm ; 20mm ; >20mm,,
4c366a79-cd68-4890-8303-4dfcbda972df,,Restricted,,,Misc,N/A,,,
41d19cd0-67b3-11ef-a361-325096b39f47,,"Left Eye, Forced duction test, Proptosis Evaluation","Left Eye, Forced duction test",,Question,Coded,Normal ; Restricted,,
